solution_id,source_id,nss_solution_type,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,a_thiele_innes,a_thiele_innes_error,b_thiele_innes,b_thiele_innes_error,f_thiele_innes,f_thiele_innes_error,g_thiele_innes,g_thiele_innes_error,c_thiele_innes,c_thiele_innes_error,h_thiele_innes,h_thiele_innes_error,period,period_error,t_periastron,t_periastron_error,eccentricity,eccentricity_error,center_of_mass_velocity,center_of_mass_velocity_error,semi_amplitude_primary,semi_amplitude_primary_error,semi_amplitude_secondary,semi_amplitude_secondary_error,mass_ratio,mass_ratio_error,fill_factor_primary,fill_factor_primary_error,fill_factor_secondary,fill_factor_secondary_error,inclination,inclination_error,arg_periastron,arg_periastron_error,temperature_ratio,temperature_ratio_error,temperature_ratio_definition,astrometric_n_obs_al,astrometric_n_good_obs_al,rv_n_obs_primary,rv_n_good_obs_primary,rv_n_obs_secondary,rv_n_good_obs_secondary,phot_g_n_obs,phot_g_n_good_obs,bit_index,corr_vec,obj_func,goodness_of_fit,efficiency,significance,flags,conf_spectro_period,r_pole_sum,r_l1_point_sum,r_spher_sum,ecl_time_primary,ecl_time_secondary,ecl_dur_primary,ecl_dur_secondary,g_luminosity_ratio,input_period_error,g_rank,astrometric_jitter
4338096422163308546,1988288559178163840,Orbital,338.14682792695925,0.07974036,50.45747512934112,0.10192112,1.3911797414167608,0.019418448,-2.4668722423528355,0.021014147,-4.421549553872704,0.017940832,0.2574291883051751,0.14823468,0.3895231386392893,0.06931529,-0.3896906923344453,0.07768035,0.2569671078970149,0.15239105,,,,,305.23743435221644,1.9211009,-34.38147928310502,15.674897,0.2459530752370307,0.13521951,,,,,,,,,,,,,,,,,,,,594.0,590.0,,,,,,,8191,"(0.6433315, 0.1720157, 0.13030246, -0.34830835, 0.020918611, -0.2036, -0.42875817, -0.31975883, 0.026251862, 0.10213755, 0.26316667, 0.88914543, 0.10586869, 0.28986993, -0.1947148, -0.022901079, -0.74604744, 0.025844244, -0.3054675, 0.115398236, -0.9246544, -0.091923565, 0.6333598, 0.120285094, 0.43019766, -0.08839302, 0.8851509, -0.8969905, 0.30068994, 0.89904547, 0.09318517, 0.25179493, -0.19307397, 0.9842531, -0.9171881, 0.85513717, 0.9225744, 0.8708723, 0.1254313, -0.2238303, -0.40903723, 0.5745836, -0.37523678, 0.22360033, 0.60838807, -0.5306967, -0.64028543, -0.18461998, -0.155343, 0.5042846, -0.55917186, 0.37070087, -0.4192459, -0.55273175, -0.6074857, -0.21804664, -0.8662973, -0.07875677, -0.2830002, 0.15174982, -0.9887326, 0.9478391, -0.89716756, -0.98611933, -0.54096895, 0.47751892)",578.4406,0.032563243,0.0,13.279241,64,,,,,,,,,,,,
